,link,title,bias rating,factual reporting,country,press freedom rating,media type,traffic/popularity,mbfc credibility rating
277,https://www.freedomproject.com/,FreedomProject Media,,,usa,,,,
278,http://www.free-speechfront.info/,Free-Speech Front,extreme-right,low,unknown,,website,minimal traffic,low credibility
279,https://freewestmedia.com/,Free West Media,right,mixed,sweden (3/180 press freedom),,website,minimal traffic,low credibility
280,https://fresnoleader.com/,Fresno Leader,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
281,https://www.friatider.se/,Fria Tider (Free Times),extreme right,low,sweden,excellent,website,high traffic,low credibility
282,https://www.frontpagemag.com/,Frontpage Magazine,extreme right,low,usa (44/180 press freedom),,organization/foundation,medium traffic,low credibility
283,https://ftwaynetimes.com/,FT Wayne Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
284,https://gadsdentoday.com/,Gadsden Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
285,https://galesburgreporter.com/,Galesburg Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
286,https://www.gatestoneinstitute.org/,Gatestone Institute,,,usa,,,,
287,https://www.gbnews.uk/,GB News UK,right,mixed,united kingdom,,tv station,high traffic,low credibility
288,https://gellerreport.com/,Geller Report,extreme right,low,usa (44/180 press freedom),,website,medium traffic,low credibility
289,https://gemstatewire.com/,Gem State Wire,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
290,https://genzconservative.com/,Gen Z Conservative,far-right,mixed,usa,mostly free,website,medium traffic,low credibility
291,http://www.geologyin.com/,Geology In,,,usa,,,,
292,https://georgiamountainnews.com/,Georgia Mountain News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
293,https://gettr.com/,GETTR,far right,low,usa,mostly free,website/social media app,high traffic,low credibility
294,https://ghost.report/,Ghost.Report,,,,,,,
295,https://girlsjustwannahaveguns.com/,Girls Just Wanna Have Guns,extreme right,low,usa (44/180 press freedom),,website,minimal traffic,low credibility
296,http://www.globemagazine.com/,Globe Magazine,unrated,very low,usa (44/180 press freedom),,magazine,minimal traffic,low credibility
297,https://gnews.org/,Gnews,far right,low,usa (45/180 press freedom),,website,high traffic,low credibility
298,http://thegoodlordabove.com/,GOD (Good Lord Above),,,usa,,,,
299,https://godfatherpolitics.com,Godfather Politics,,,usa,,,,
300,https://goldcountrytoday.com/,Gold Country Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
301,https://goldenstatetoday.com/,Golden State Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
302,http://www.goodgopher.com/,GoodGopher,,,usa,,,,
303,https://gopdailybrief.com/,GOP Daily Brief,right,mixed,usa,mostly free,website,medium traffic,low credibility
304,https://www.gop.gov,GOP.gov (House Republicans),,,usa,,,,
305,http://grainoftruth.ca/,Grain of Truth,,,canada,,,,
306,https://grandcanyontimes.com/,Grand Canyon Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
307,https://grandjunctiontimes.com/,Grand Junction Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
308,http://en.granma.cu/,Granma (Cuba),far left,mixed,cuba,total oppression,newspaper,medium traffic,low credibility
309,https://greatamericandaily.com/,Great American Daily,,,usa,,,,
310,https://greatamericanrepublic.com,Great American Republic,,,usa,,,,
311,https://greatreject.org/,GreatReject Bias,extreme right,very low,netherlands,mostly free,website,minimal traffic,low credibility
312,https://gript.ie/,Gript.ie,far-right,mixed,ireland,,website,medium traffic,low credibility
313,https://grundyreporter.com/,Grundy Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
314,https://www.grunge.com/,Grunge,left-center,mixed,usa,mostly free,website,high traffic,low credibility
315,https://www.gucmakale.com/,Gucmakale.com,left,mixed,usa,,website,minimal traffic,low credibility
316,https://gulfnews.com/,Gulf News,,,united arab emirates (uae),,,,
317,https://www.hagmannreport.com/,The Hagmann Report,extreme right,low,usa,mostly free,website,medium traffic,low credibility
318,https://halturnerradioshow.com/,Hal Turner Radio Show,extreme right,very low,usa,mostly free,website,medium traffic,low credibility
319,https://hangthebankers.com/,Hang the Bankers,,,unknown,,,,
320,https://hannity.com/,Hannity.com,extreme right,low,usa,mostly free,website,medium traffic,low credibility
321,https://hartfordreporter.com/,Hartford Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
322,https://en.hawarnews.org/,Hawar News Agency,far left,low,syria,,news agency,medium traffic,low credibility
323,https://hawkeyereporter.com/,Hawkeye Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
324,https://headlineusa.com/,Headline USA,far right,mixed,usa,mostly free,website,medium traffic,low credibility
325,https://headtopics.com/us/#,Head Topics,,,unknown,,,,
326,https://hereistheevidence.com/,Here Is The Evidence,right,low,united kingdom,mostly free,website,minimal traffic,low credibility
327,https://hernandoreporter.com/,Hernando Reporter,right-center,mixed,usa,,website,minimal traffic,low credibility
328,https://www.heartland.org/,Heartland Institute,right,low,usa (44/180 press freedom),,organization/foundation,minimal traffic,low credibility
329,http://www.hoggwatch.com,Hogg Watch,extreme right,low,usa (44/180 press freedom),,website,minimal traffic,low credibility
330,https://honolulureporter.com/,Honolulu Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
331,https://usacrime.com/hoodsite/,Hoodsite-USA Crime,not rated,mixed,usa,mostly free,website,medium traffic,low credibility
332,https://hoosierstatetoday.com/,Hoosier State Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
333,https://hopkinsvilletimes.com/,Hopkinsville Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
334,https://hotspringstimes.com/,Hot Springs Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
335,https://houmathibodauxnews.com/,Houma Thibodaux News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
336,https://housatonicvalleynews.com/,Housatonic Valley News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
337,https://huntsvilleleader.com/,Huntsville Leader,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
338,https://hutchtoday.com/,Hutch Today,right-center,mixed,usa,,website,minimal traffic,low credibility
339,https://iharare.com/,iHarare,left,mixed,zimbabwe,limited freedom,website,medium traffic,low credibility
340,https://www.ihatethemedia.com,I Hate the Media,,,usa,,,,
341,https://ilovemyfreedom.org/,I Love My Freedom,,,usa,,,,
342,http://ihypocrite.net,"I, Hypocrite",,,usa,,,,
343,https://www.illegalaliencrimereport.com,Illegal Alien Crime Report,,,usa,,,,
344,https://illicitinfo.com,Illicit Info,extreme right,low,usa (44/180 press freedom),,website,minimal traffic,low credibility
345,https://illinoisvalleytimes.com/,Illinois Valley Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
346,https://illinoisvalleytimes.com/,IMOwired,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
347,https://imperialcanews.com/,Imperial CA News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
348,https://infogalactic.com,InfoGalactic,extreme right,low,switzerland (10/180 press freedom),,website,medium traffic,low credibility
349,https://www.independentsentinel.com,Independent Sentinel,right,low,usa,,website,medium traffic,low credibility
350,https://indystandard.com/,Indy Standard,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
351,http://www.informationliberation.com/,Information Liberation,,,usa,,,,
352,https://informer.rs,Informer – Serbia,right,mixed,serbia,,website,high traffic,low credibility
353,http://www.infoscum.com/,InfoScum,,,canada,,,,
354,https://innerstrength.zone/,Inner Strength Zone,not rated,mixed,canada,mostly free,website,minimal traffic,low credibility
355,http://ihr.org/,Institute for Historical Review,,,usa,,,,
356,https://interioralaskanews.com/,Interior Alaska News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
357, http://profam.org,International Organization for the Family (IOF),,,usa,,,,
358,https://iowacitytoday.com/,Iowa City Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
359,https://ipatriot.com/,iPatriot,right,mixed,usa (44/180 press freedom),,website,minimal traffic,low credibility
360,https://ivmmeta.com/,Ivermectin for Covid-19 (ivmmeta.com),right,mixed,unknown,,website,medium traffic,low credibility
361,https://jacksonpurchasenews.com/,Jackson Purchase News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
362,https://jeffersonreporter.com/,Jefferson Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
363,https://jocotoday.com/,Joco Today,right-center,mixed,usa,,website,minimal traffic,low credibility
364,https://jbs.org/,John Birch Society,extreme right,low,usa,mostly free,organization/foundation,minimal traffic,low credibility
365,https://jonesborotimes.com/,Jonesboro Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
366,https://www.jordanbpeterson.com/,JordanBPeterson.com,right,mixed,usa,,website,high traffic,low credibility
367,https://www.judicialwatch.org,Judicial Watch,far right,low,usa (45/180 press freedom),,website,medium traffic,low credibility
368,https://www.justthefacts.org,Just the Facts,,,ireland,,,,
369,https://justthenews.com/,Just The News,far right,mixed,usa,,website,high traffic,low credibility
370,https://kanecountyreporter.com/,Kane County Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
371,https://kankakeetimes.com/,Kankakee Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
372,https://katehon.com/,Katehon,far-right,low,russia,limited freedom,organization/foundation,medium traffic,low credibility
373,https://kauaisun.com/,Kauai Sun,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
374,https://kendallcountytimes.com/,Kendall County Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
375,https://kentcountytoday.com/,Kent County Today,right-center,mixed,usa,,website,minimal traffic,low credibility
376,https://kentuckianatimes.com/,Kentuckiana Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
377,https://kerncountytimes.com/,Kern County Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
378,https://keywestreporter.com/,Key West Reporter,right-center,mixed,usa,,website,minimal traffic,low credibility
379,https://kingscountytimes.com/,Kings County Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
380,https://www.knightstemplarorder.com/,Knights Templar International,far right,low,usa (44/180 press freedom),,organization/foundation,minimal traffic,low credibility
381,https://kokomostandard.com/,Kokomo Standard,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
382,http://www.kcna.kp/,Korean Central News Agency,extreme left,very low,north korea,total oppression,news agency,medium traffic,low credibility
383,https://www.ladbible.com/,LADbible,,,united kingdom,,,,
384,https://lafayettereporter.com/,Lafayette Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
385,https://lafayettetimes.com/,Lafayette Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
386,https://laharbornews.com/,LA Harbor News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
387,https://lakecountygazette.com/,Lake County Gazette,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
388,https://laketahoesun.com/,Lake Tahoe Sun,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
389,https://www.lancastercourier.com/,Lancaster Courier,left,mixed,usa,mostly free,website,minimal traffic,low credibility
390,https://larimernews.com/,Larimer News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
391,https://lastfrontiernews.com/,Last Frontier News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
392,https://lawrencereporter.com/,Lawrence Reporter,right-center,mixed,usa,,website,minimal traffic,low credibility
393,https://laxleader.com/,LAX Leader,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
394,http://leftaction.com/,Left Action,,,usa,,,,
395,http://leftaction.com/,Left Exposed,,,usa,,,,
396,https://lewistontimes.com/,Lewiston Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
397,https://www.lewrockwell.com/,Lew Rockwell,extreme right,low,usa (44/180 press freedom),,website,medium traffic,low credibility
398,https://www.libertybell.com/,Liberty Bell,extreme right,low,usa,mostly free,website,minimal traffic,low credibility
399,http://libertyhangout.org/,Liberty Hangout,,low,usa,,,,
400,https://libertytalk.fm/,LibertyTalk.FM,,,usa,,,,
401,https://www.libertynews.com/,Liberty Unyielding,,mostly factual,usa,,,,
402,https://www.lifenews.com/,Life News,far right,low,usa (45/180 press freedom),,website,medium traffic,low credibility
403,https://www.lifesitenews.com/,LifeSiteNews,right,low,canada,,website,medium traffic,low credibility
404,https://lindelltv.com/,Lindell TV,far right,very low,usa,mostly free,website,minimal traffic,low credibility
405,https://litchfieldhillstoday.com/,Litchfield Hills Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
406,https://littleappletimes.com/,Little Apple Times,right-center,mixed,usa,,website,minimal traffic,low credibility
407,https://www.liveleak.com/,LiveLeak,right-center,mixed,united kingdom (35/180 press freedom),,website,high traffic,low credibility
408,http://londonwebnews.com/,London Web News,not rated,low,united kingdom (33/180 press freedom),,website,medium traffic,low credibility
409,https://www.louderwithcrowder.com,Louder With Crowder,right,mixed,usa,,radio,medium traffic,low credibility
410,https://louisvillecitywire.com/,Louisville City Wire,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
411,https://lowedeltanews.com/,Lowe Delta News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
412,https://www.lucianne.com/,Lucianne.com,,,usa,,,,
413,https://maconreporter.com/,Macon Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
414,https://macontimes.com/,Macon Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
415,https://madworldnews.com/,Mad World News,,,usa,,,,
416,https://magadailyreport.com,MAGA Daily Report,,,usa,,,,
417,https://magicvalleytimes.com/,Magic Valley Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
418,https://mainebusinessdaily.com/,Maine Business Daily,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
419,https://mainehighlandsnews.com/,Maine Highlands News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
420,https://mainelakesnews.com/,Maine Lakes News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
421,https://mainstreamfakemedia.com/,Mainstream Fake Media,far right,low,usa,mostly free,website,minimal traffic,low credibility
422,https://manateereview.com/,Manatee Review,right-center,mixed,usa,,website,minimal traffic,low credibility
423,https://manilabusinessdaily.com/,Manila Business Daily,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
424,https://marinleader.com/,Marin Leader,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
425,https://matsutimes.com/,Mat-Su Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
426,https://mauireporter.com/,Maui Reporter,right-center,mixed,usa (45/180 press freedom),,website,minimal traffic,low credibility
427,https://mchenrytimes.com/,McHenry Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
428,https://mcleancountytimes.com/,McLean County Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
429,https://en.mehrnews.com,Mehr News Agency,,,iran,,,,
430,https://mercedtimes.com/,Merced Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
431,https://en.mercopress.com/,MercoPress,left-center,mixed,uruguay,mostly free,news agency,medium traffic,low credibility
432,https://en.metapedia.org/wiki/Main_Page,Metapedia,,,sweden,,,,
433,https://metricmedianews.com/,Metric Media,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
434,https://metroeastsun.com/,Metro East Sun,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
435,https://metrolexnews.com/,Metro Lex News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
436,https://miamicourant.com/,Miami Courant,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
437,https://miamistandard.news/,Miami Standard,right,mixed,usa,,website,medium traffic,low credibility
438,https://www.micdroppolitics.com/,Mic Drop Politics,extreme right,low,usa,,website,minimal traffic,low credibility
439,https://midcoasttoday.com/,Mid Coast Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
440,https://middleamericandemocrat.com,Middle American Democrat,,,usa,,,,
441,https://www.meforum.org,Middle East Forum,,,usa,,,,
442,https://www.mena.org.eg/en,Middle East News Agency (MENA),right-center,mixed,egypt,total oppression,news agency,medium traffic,low credibility
443,https://www.memri.org/,Middle East Media Research Institute (MEMRI),,,usa,,,,
444,https://mixi.media/,Mixi.Media,,,unknown,,,,
445,https://mobilecourant.com/,Mobile Courant,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
446,https://mohavetoday.com/,Mohave Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
447,http://mondoweiss.net/,Mondoweiss,left,mixed,usa (45/180 press freedom),,website,minimal traffic,low credibility
448,https://montereytimes.com/,Monterey Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
449,https://moonbattery.com,MoonBattery,,,usa,,,,
450,https://front.moveon.org,MoveOn,,,usa,,,,
451,https://www.msmlies.com/,MSMLies.com,,,unknown,,,,
452,https://mtonews.com/,MTO News,left-center,low,usa,,website,high traffic,low credibility
453,https://munciereporter.com/,Muncie Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
454,https://nwiowanews.com/,NW Iowa News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
455,https://myrightamerica.com,My Right American,,,unknown,,,,
456,https://naplesstandard.com/,Naples Standard,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
457,https://naturecoasttimes.com/,Nature Coast Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
458,natall.com,National Alliance,extreme right,very low,usa (44/180 press freedom),,website,minimal traffic,low credibility
459,http://www.nationalenquirer.com/,National Enquirer,right,low,usa (44/180 press freedom),,magazine,high traffic,low credibility
460,https://nationalinsiders.com/,National Insiders,far right,low,usa,mostly free,website,minimal traffic,low credibility
461,https://nationalpolicy.institute/,National Policy Institute,,,usa,,,,
462,https://home.nra.org/,National Rifle Association (NRA),far right,mixed,usa (44/180 press freedom),,organization/foundation,medium traffic,low credibility
463,https://www.nrlc.org/,National Right to Life Committee (NRLC),extreme right,mixed,usa,,organization/foundation,minimal traffic,low credibility
464,https://nationalvanguard.org/,National Vanguard,extreme right,very low,usa (44/180 press freedom),,organization/foundation,minimal traffic,low credibility
465,https://nationalzero.com/,National Zero,far left,mixed,usa,,website,medium traffic,low credibility
466,https://naturalstatenews.com/,Natural State News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
467,https://naugatucktimes.com/,Naugatuck Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
468,https://ncfloridanews.com/,NC Florida News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
469,https://ncgeorgianews.com/,NC Georgia News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
470,https://nckansasnews.com/,NC Kansas News,right-center,mixed,usa,,website,minimal traffic,low credibility
471,https://ncindiananews.com/,NC Indiana News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
472,https://nckentuckynews.com/,NC Kentucky News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
473,https://nealabamanews.com/,NE Alabama News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
474,https://neatlantanews.com/,NE Atlanta News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
475,https://necalinews.com/,NE Cali News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
476,https://necoloradonews.com/,NE Colorado News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
477,https://neconnnews.com/,NE Connecticut News,right-center,mixed,usa,,website,minimal traffic,low credibility
478,https://nefloridanews.com/,NE Florida News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
479,https://neindiananews.com/,NE Indiana News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
480,https://auburntimes.com/,NE Iowa News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
481,https://nekansasnews.com/,NE Kansas News,right-center,mixed,usa,,website,minimal traffic,low credibility
482,https://nekentuckynews.com/,NE Kentucky News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
483,https://nelouisiananews.com/,NE Louisiana News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
484,https://nesacramentonews.com/,NE Sacramento News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
485,https://nevalleytimes.com/,NE Valley Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
486,https://journal-neo.org/,NEO – New Eastern Outlook,right,low,russia,limited freedom,website,medium traffic,low credibility
487,www.newnation.org/,New Nation News,extreme right,very low,usa (45/180 press freedom),,website,minimal traffic,low credibility
488,https://www.news18.com/,News18,right-center,mixed,india,limited freedom,tv station,high traffic,low credibility
489,https://newsblaze.com/,News Blaze,,,australia,,,,
490,https://www.newsbreak.com/,News Break,left-center,mixed,usa,,news app,high traffic,low credibility
491,https://newsheist.com/,News Heist,,,unknown,,,,
492,https://newshourfirst.com/,News Hour First,far right,low,usa,,website,minimal traffic,low credibility
493,https://newspunch.com,News Punch,,,,,,,
494,https://newspushed.com/,News Pushed,extreme right,low,united kingdom,mostly free,website,minimal traffic,low credibility
495,https://www.newsready.com/,NewsReady,extreme right,mixed,usa,mostly free,website,medium traffic,low credibility
496,https://newsrescue.com/,News Rescue,,,nigeria,,,,
497,https://newsrescue.com/,News Rescue,,,nigeria,,,,
498,http://newssloth.com/,News Sloth,right,mixed,usa,mostly free,website,medium traffic,low credibility
499,https://newswithviews.com/,News With Views,,,usa,,,,
500,http://newsammo.com/,NewsAmmo,,,usa,,,,
501,https://www.newsmax.com/,Newsmax,right,mixed,usa,,tv station,high traffic,low credibility
502,https://en.newsner.com,Newsner,,,sweden,,,,
503,https://www.newsview.gr/,Newsview,extreme right,very low,greece,limited freedom,website,medium traffic,low credibility
504,https://newswars.com/,NewsWars,extreme right,low,usa (44/180 press freedom),,website,medium traffic,low credibility
505,https://www.youtube.com/nextnewsnetwork,Next News Network,extreme right,low,usa (45/180 press freedom),,website,medium traffic,low credibility
506,https://nolareporter.com/,Nola Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
507,https://noqreport.com/,NOQ Report,far right,low,usa (44/180 press freedom),,website,medium traffic,low credibility
508,https://www.nordicmonitor.com/,Nordic Monitor,left-center,mixed,sweden,,website,minimal traffic,low credibility
509,https://northacadiananews.com/,North Acadiana News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
510,https://northalaskanews.com/,North Alaska News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
511,https://northbirminghamtimes.com/,North Birmingham Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
512,https://northbluegrassnews.com/,North Bluegrass News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
513,https://northbrowardnews.com/,North Broward News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
514,https://ncarkansasnews.com/,North Central Arkansas News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
515,https://northcoastcanews.com/,North Coast California News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
516,https://northcooknews.com/,North Cook News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
517,https://northdsmnews.com/,North DSM News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
518,https://northegyptnews.com/,North Egypt News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
519,https://northfultontoday.com/,North Fulton Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
520,https://northgwinnettnews.com/,North Gwinnett News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
521,https://northidahotimes.com/,North Idaho Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
522,https://northindynews.com/,North Indy News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
523,https://northinlandnews.com/,North Inland News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
524,https://northiowareporter.com/,North Iowa Reporter,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
525,https://northjeffconews.com/,North Jefferson Country News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
526,https://northkentuckynews.com/,North Kentucky News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
527,https://northlaketimes.com/,North Lake Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
528,https://northlittlerocktimes.com/,North Little Rock Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
529,https://northmianews.com/,North Miami-Dade News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
530,https://northoctimes.com/,North OC Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
531,https://auburntimes.com/,North Orlando News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
532,https://auburntimes.com/,North Palm Beach Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
533,https://northpanhandlenews.com/,North Panhandle News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
534,https://northpimanews.com/,North Pima News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
535,https://auburntimes.com/,North Pinellas News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
536,https://northsactoday.com/,North Sacramento Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
537,https://northnewcastlenews.com/,North New Castle News,right-center,mixed,usa,,website,minimal traffic,low credibility
538,https://northsfvtoday.com/,North SFV Today,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
539,https://northsgvnews.com/,North SGV News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
540,https://northshorelanews.com/,North Shore Louisiana News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
541,https://northwichitanews.com/,North Wichita News,right-center,mixed,usa,,website,minimal traffic,low credibility
542,https://notallowedto.com/,Not Allowed To,,,unknown,,,,
543,http://now8news.com/,Now8News,,,unknown,,,,
544,https://nowthisnews.com/,NowThis News,far left bias,mixed,usa (45/180 press freedom),,website,mediumtraffic,low credibility
545,https://www.npr.news/,NPR.News (Natural News),right conspiracy-pseudoscience,very low,usa,,website,minimal traffic,low credibility
546,https://www.nationalrighttolifenews.org/,NRL News Today,extreme right,low,usa,,organization/foundation,minimal traffic,low credibility
547,https://www.ntd.com,NTD TV (New Tang Dynasty),right,mixed,usa (44/180 press freedom),,tv station,medium traffic,low credibility
548,https://nwalabamanews.com/,NW Alabama News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
549,https://nwarkansasnews.com/,NW Arkansas News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
550,https://nwatlantanews.com/,NW Atlanta News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
551,https://nwconnnews.com/,NW Connecticut News,right-center,mixed,usa,,website,minimal traffic,low credibility
552,https://nwgeorgianews.com/,NW Georgia News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
553,https://nwillinoisnews.com/,NW Illinois News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
554,https://nwkansasnews.com/,NW Kansas News,right-center,mixed,usa,,website,minimal traffic,low credibility
555,https://nwkentuckynews.com/,NW Kentucky News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
556,https://nwlatimes.com/,NW LA Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
557,https://nwlouisiananews.com/,NW Louisiana News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
558,https://nwriversidenews.com/,NW Riverside News,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
559,https://nwvalleytimes.com/,NW Valley Times,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
560,https://trendingpolitics.com/,Trending Politics,right,mixed,usa,mostly free,website,medium traffic,low credibility
561,https://oaklandcitywire.com/,Oakland City Wire,right-center,mixed,usa,mostly free,website,minimal traffic,low credibility
562,https://www.oathkeepers.org,Oath Keepers,extreme right,low,usa,mostly free,organization/foundation,minimal traffic,low credibility
563,https://www.objectivist.co/,Objectivist,far right,mixed,usa,mostly free,website,minimal traffic,low credibility
